# Total data length 50 seconds
# 20 ms per point
# Trigger was at 5% (line 125), t=0
# time (s)  Vtemp(V)
6.34442,1.24991
6.36442,1.24991
6.38442,1.24984
6.40442,1.24978
6.42442,1.24969
6.44442,1.24963
6.46442,1.24959
6.48442,1.24947
6.50442,1.24944
6.52442,1.24938
6.54442,1.24938
6.56442,1.24931
6.58442,1.24931
6.60442,1.24928
6.62442,1.24913
6.64442,1.24913
6.66442,1.24906
6.68442,1.249
6.70442,1.24891
6.72442,1.24884
6.74442,1.24881
6.76442,1.24881
6.78442,1.24869
6.80442,1.24859
6.82442,1.24853
6.84442,1.2485
6.86442,1.24853
6.88442,1.24844
6.90442,1.24838
6.92442,1.24828
6.94442,1.24828
6.96442,1.24822
6.98442,1.24816
7.00442,1.24806
7.02442,1.248
7.04442,1.24797
7.06442,1.24797
7.08442,1.24791
7.10442,1.24784
7.12442,1.24775
7.14442,1.24769
7.16442,1.24766
7.18442,1.24759
7.20442,1.24753
7.22442,1.2475
7.24442,1.24744
7.26442,1.24744
7.28442,1.24738
7.30442,1.24728
7.32442,1.24722
7.34442,1.24713
7.36442,1.24713
7.38442,1.24706
7.40442,1.24697
7.42442,1.24697
7.44442,1.24688
7.46442,1.24688
7.48442,1.24675
7.50442,1.24672
7.52442,1.24666
7.54442,1.24659
7.56442,1.24659
7.58442,1.24659
7.60442,1.24644
7.62442,1.24638
7.64442,1.24634
7.66442,1.24628
7.68442,1.24628
7.70442,1.24619
7.72442,1.24613
7.74442,1.24606
7.76442,1.24603
7.78442,1.24597
7.80442,1.24591
7.82442,1.24588
7.84442,1.24581
7.86442,1.24581
7.88442,1.24575
7.90442,1.24566
7.92442,1.24566
7.94442,1.24559
7.96442,1.2455
7.98442,1.24544
8.00442,1.24541
8.02442,1.24534
8.04442,1.24528
8.06442,1.24528
8.08442,1.24528
8.10442,1.24519
8.12442,1.24513
8.14442,1.24503
8.16442,1.24491
8.18442,1.24491
8.20442,1.24481
8.22442,1.24475
8.24442,1.24475
8.26442,1.24472
8.28442,1.24466
8.30442,1.24459
8.32442,1.2445
8.34442,1.2445
8.36442,1.2445
8.38442,1.24444
8.40442,1.24441
8.42442,1.24428
8.44442,1.24425
8.46442,1.24419
8.48442,1.24413
8.50442,1.24409
8.52442,1.24403
8.54442,1.24397
8.56442,1.24394
8.58442,1.24388
8.60442,1.24381
8.62442,1.24378
8.64442,1.24372
8.66442,1.24372
8.68442,1.24366
8.70442,1.24356
8.72442,1.2435
8.74442,1.24344
8.76442,1.24344
8.78442,1.24341
8.80442,1.24334
8.82442,1.24328
