-2.49164,1.22597
-2.47164,1.22591
-2.45164,1.22587
-2.43164,1.22597
-2.41164,1.22597
-2.39164,1.22597
-2.37164,1.22597
-2.35164,1.22603
-2.33164,1.22603
-2.31164,1.22575
-2.29164,1.22581
-2.27164,1.22597
-2.25164,1.22591
-2.23164,1.22591
-2.21164,1.22591
-2.19164,1.22591
-2.17164,1.22603
-2.15164,1.22597
-2.13164,1.22591
-2.11164,1.22603
-2.09164,1.22609
-2.07164,1.22609
-2.05164,1.22625
-2.03164,1.22597
-2.01164,1.22603
-1.99164,1.22603
-1.97164,1.22609
-1.95164,1.22612
-1.93164,1.22612
-1.91164,1.22603
-1.89164,1.22619
-1.87164,1.22609
-1.85164,1.22609
-1.83164,1.22609
-1.81164,1.22619
-1.79164,1.22619
-1.77164,1.22603
-1.75164,1.22609
-1.73164,1.22612
-1.71164,1.22609
-1.69164,1.22619
-1.67164,1.22628
-1.65164,1.22634
-1.63164,1.22634
-1.61164,1.22634
-1.59164,1.22625
-1.57164,1.22628
-1.55164,1.22641
-1.53164,1.22644
-1.51164,1.22644
-1.49164,1.22656
-1.47164,1.2265
-1.45164,1.22656
-1.43164,1.2265
-1.41164,1.2265
-1.39164,1.2265
-1.37164,1.22644
-1.35164,1.22644
-1.33164,1.2265
-1.31164,1.22666
-1.29164,1.22656
-1.27164,1.22659
-1.25164,1.22656
-1.23164,1.22659
-1.21164,1.22666
-1.19164,1.22666
-1.17164,1.22681
-1.15164,1.22666
-1.13164,1.22666
-1.11164,1.22675
-1.09164,1.22675
-1.07164,1.22672
-1.05164,1.22681
-1.03164,1.22672
-1.01164,1.22666
-.991642,1.22666
-.971642,1.22672
-.951642,1.22675
-.931642,1.22675
-.911642,1.22687
-.891642,1.22681
-.871642,1.22681
-.851642,1.22691
-.831642,1.22687
-.811642,1.22675
-.791642,1.22675
-.771642,1.22681
-.751642,1.22681
-.731642,1.22687
-.711642,1.22687
-.691642,1.22697
-.671642,1.22697
-.651642,1.22697
-.631642,1.22697
-.611642,1.22697
-.591642,1.22691
-.571642,1.22703
-.551642,1.22691
-.531642,1.22706
-.511642,1.22706
-.491642,1.22697
-.471642,1.22697
-.451642,1.22706
-.431642,1.22706
-.411642,1.22697
-.391642,1.22706
-.371642,1.22712
-.351642,1.22722
-.331642,1.22719
-.311642,1.22712
-.291642,1.22719
-.271642,1.22728
-.251642,1.22734
-.231642,1.22737
-.211642,1.22728
-.191642,1.22728
-.171642,1.22744
-.151642,1.22734
-.131642,1.22734
-.111642,1.22734
-.0916425,1.22737
-.0716425,1.22734
-.0516425,1.22737
-.0316425,1.2275
-.0116425,1.22744
.00835754,1.22737
.0283575,1.22744
.0483575,1.22753
.0683575,1.22744
.0883575,1.22737
.108358,1.22734
.128358,1.2275
.148358,1.2275
.168358,1.22744
.188358,1.2275
.208358,1.22753
.228358,1.22759
.248358,1.22759
.268358,1.22766
.288358,1.22766
.308358,1.22766
.328358,1.22772
.348358,1.22775
.368358,1.22766
.388358,1.22772
.408358,1.22781
.428358,1.22781
.448358,1.22787
.468358,1.22803
.488358,1.22803
.508358,1.22797
.528358,1.22806
.548358,1.22806
.568358,1.22806
.588358,1.22812
.608358,1.22828
.628358,1.22828
.648358,1.22844
.668358,1.2285
.688358,1.22853
.708358,1.22869
.728358,1.22884
.748358,1.229
.768358,1.22916
.788358,1.22912
.808358,1.22937
.828358,1.22959
.848358,1.22969
.868358,1.22984
.888358,1.22997
.908358,1.23012
.928358,1.23022
.948358,1.23037
.968358,1.23062
.988358,1.23078
1.00836,1.23091
1.02836,1.23112
1.04836,1.23131
1.06836,1.23144
1.08836,1.23175
1.10836,1.23206
1.12836,1.23209
1.14836,1.23225
1.16836,1.23259
1.18836,1.23275
1.20836,1.233
1.22836,1.23322
1.24836,1.23356
1.26836,1.23372
1.28836,1.23394
1.30836,1.23422
1.32836,1.23441
1.34836,1.23478
1.36836,1.235
1.38836,1.23531
1.40836,1.23547
1.42836,1.23562
1.44836,1.236
1.46836,1.23625
1.48836,1.23647
1.50836,1.23687
1.52836,1.23712
1.54836,1.23741
1.56836,1.23762
1.58836,1.23794
1.60836,1.23825
1.62836,1.23844
1.64836,1.23872
1.66836,1.23909
1.68836,1.23941
1.70836,1.23966
1.72836,1.24006
1.74836,1.24041
1.76836,1.24059
1.78836,1.24091
1.80836,1.24128
1.82836,1.24159
1.84836,1.24184
1.86836,1.24206
1.88836,1.24237
1.90836,1.24269
1.92836,1.243
1.94836,1.24344
1.96836,1.24375
1.98836,1.24406
2.00836,1.24444
2.02836,1.24475
2.04836,1.245
2.06836,1.24528
2.08836,1.24575
2.10836,1.24594
2.12836,1.24637
2.14836,1.24675
2.16836,1.24709
2.18836,1.24741
2.20836,1.24772
2.22836,1.24816
2.24836,1.24841
2.26836,1.24884
2.28836,1.24909
2.30836,1.24956
2.32836,1.24978
2.34836,1.25019
2.36836,1.2505
2.38836,1.25078
2.40836,1.25109
2.42836,1.25162
2.44836,1.25187
2.46836,1.25241
2.48836,1.25272
2.50836,1.25309
2.52836,1.25341
2.54836,1.25372
2.56836,1.25412
2.58836,1.25453
2.60836,1.25481
2.62836,1.25519
2.64836,1.25544
2.66836,1.25584
2.68836,1.25628
2.70836,1.25666
2.72836,1.25697
2.74836,1.25728
2.76836,1.25784
2.78836,1.25812
2.80836,1.25847
2.82836,1.25884
2.84836,1.25922
2.86836,1.25947
2.88836,1.25994
2.90836,1.26041
2.92836,1.26072
2.94836,1.26109
2.96836,1.26131
2.98836,1.26162
3.00836,1.26203
3.02836,1.26247
3.04836,1.26278
3.06836,1.26316
3.08836,1.26356
3.10836,1.26387
3.12836,1.26425
3.14836,1.26462
3.16836,1.26487
3.18836,1.26519
3.20836,1.26556
3.22836,1.26597
3.24836,1.26634
3.26836,1.26659
3.28836,1.26697
3.30836,1.26744
3.32836,1.26775
3.34836,1.26806
3.36836,1.26853
3.38836,1.26887
3.40836,1.26919
3.42836,1.26953
3.44836,1.26997
3.46836,1.27037
3.48836,1.27075
3.50836,1.271
3.52836,1.27144
3.54836,1.27184
3.56836,1.27222
3.58836,1.27259
3.60836,1.27291
3.62836,1.27337
3.64836,1.27369
3.66836,1.27416
3.68836,1.27441
3.70836,1.27484
3.72836,1.27522
3.74836,1.27562
3.76836,1.276
3.78836,1.27631
3.80836,1.27684
3.82836,1.27725
3.84836,1.27756
3.86836,1.27797
3.88836,1.27841
3.90836,1.27887
3.92836,1.27912
3.94836,1.27975
3.96836,1.28009
3.98836,1.2805
4.00836,1.28081
4.02836,1.28144
4.04836,1.28175
4.06836,1.28203
